efSearch,search_time,accuracy
20,0.0008776187896728516,1.0
20,0.0010068416595458984,1.0
20,0.0007801055908203125,1.0
20,0.0009052753448486328,1.0
20,0.0012927055358886719,1.0
20,0.0011742115020751953,1.0
20,0.0009064674377441406,1.0
20,0.0007467269897460938,1.0
20,0.0012662410736083984,0.8
20,0.0006721019744873047,1.0
20,0.0009570121765136719,1.0
20,0.0006251335144042969,1.0
20,0.0007200241088867188,1.0
20,0.0013065338134765625,0.8
20,0.0009014606475830078,1.0
20,0.0007424354553222656,0.8
20,0.0009276866912841797,1.0
20,0.000850677490234375,1.0
20,0.0007960796356201172,1.0
20,0.0007855892181396484,1.0
20,0.0008833408355712891,1.0
20,0.0010235309600830078,1.0
20,0.0007479190826416016,1.0
20,0.0007627010345458984,1.0
20,0.0009121894836425781,0.4
20,0.0010018348693847656,1.0
20,0.0009906291961669922,0.6
20,0.0007252693176269531,0.0
20,0.0008528232574462891,1.0
20,0.0009915828704833984,1.0
20,0.0009558200836181641,0.0
20,0.0010929107666015625,1.0
20,0.0008847713470458984,1.0
20,0.0008568763732910156,0.0
20,0.0011587142944335938,0.8
20,0.0007693767547607422,1.0
20,0.0008397102355957031,1.0
20,0.0007369518280029297,1.0
20,0.0010151863098144531,1.0
20,0.0009951591491699219,0.8
20,0.0005946159362792969,1.0
20,0.0011019706726074219,0.0
20,0.0008387565612792969,1.0
20,0.0008327960968017578,1.0
20,0.0007717609405517578,0.0
20,0.0006856918334960938,1.0
20,0.0009553432464599609,0.4
20,0.0007305145263671875,1.0
20,0.0010609626770019531,1.0
20,0.0008299350738525391,1.0
20,0.0007600784301757812,1.0
20,0.0008335113525390625,1.0
20,0.0008223056793212891,1.0
20,0.0007436275482177734,1.0
20,0.0009410381317138672,1.0
20,0.0010547637939453125,1.0
20,0.0010139942169189453,1.0
20,0.0008220672607421875,1.0
20,0.0009667873382568359,1.0
20,0.0009131431579589844,0.0
20,0.0010499954223632812,1.0
20,0.0006995201110839844,1.0
20,0.0007598400115966797,1.0
20,0.001210927963256836,1.0
20,0.0011229515075683594,0.8
20,0.0008072853088378906,1.0
20,0.0007641315460205078,1.0
20,0.0008568763732910156,1.0
20,0.0007915496826171875,0.6
20,0.000762939453125,1.0
20,0.0006747245788574219,1.0
20,0.0007760524749755859,1.0
20,0.0008862018585205078,1.0
20,0.0008361339569091797,1.0
20,0.0011649131774902344,0.0
20,0.0007152557373046875,1.0
20,0.0008437633514404297,0.8
20,0.0006535053253173828,1.0
20,0.0006690025329589844,1.0
20,0.0007374286651611328,1.0
20,0.0009126663208007812,1.0
20,0.0008203983306884766,0.8
20,0.00070953369140625,1.0
20,0.0008504390716552734,1.0
20,0.0006709098815917969,1.0
20,0.0007586479187011719,1.0
20,0.0006928443908691406,1.0
20,0.0015337467193603516,1.0
20,0.0008912086486816406,1.0
20,0.0009293556213378906,1.0
20,0.0006248950958251953,1.0
20,0.0006642341613769531,1.0
20,0.001352548599243164,1.0
20,0.0017321109771728516,1.0
20,0.0008530616760253906,0.8
20,0.0008714199066162109,1.0
20,0.0008604526519775391,1.0
20,0.0011172294616699219,1.0
20,0.0009555816650390625,0.6
20,0.0006954669952392578,1.0
20,0.0006802082061767578,0.4
20,0.0007483959197998047,1.0
20,0.0007257461547851562,1.0
20,0.0007474422454833984,0.8
20,0.0008821487426757812,1.0
20,0.0008497238159179688,0.0
20,0.0006573200225830078,1.0
20,0.0011410713195800781,1.0
20,0.0007240772247314453,1.0
20,0.0007891654968261719,1.0
20,0.0008509159088134766,1.0
20,0.0007474422454833984,1.0
20,0.0008957386016845703,0.6
20,0.0008399486541748047,1.0
20,0.0008211135864257812,1.0
20,0.0007307529449462891,1.0
20,0.0007593631744384766,1.0
20,0.0008168220520019531,1.0
20,0.0008203983306884766,1.0
20,0.0009753704071044922,1.0
20,0.0010936260223388672,0.0
20,0.0008883476257324219,0.0
20,0.0010941028594970703,1.0
20,0.0011866092681884766,1.0
20,0.0008332729339599609,1.0
20,0.0009455680847167969,0.8
20,0.0009856224060058594,0.8
20,0.0016627311706542969,0.8
20,0.0006461143493652344,0.0
20,0.0009698867797851562,1.0
20,0.0007040500640869141,0.8
20,0.0006127357482910156,1.0
20,0.0007596015930175781,1.0
20,0.0009286403656005859,1.0
20,0.0007410049438476562,0.8
